# M nu b b_e b_t pd pd_e box snap
1.616570e+14 1.984228e+00 2.217432e+00 4.081774e-02 2.377990e+00 -6.751837e-02 1.716481e-02 36 8
2.126548e+14 2.112941e+00 2.460862e+00 5.135627e-02 2.652527e+00 -7.225726e-02 1.936127e-02 36 8
2.849570e+14 2.263599e+00 2.828927e+00 6.811275e-02 2.995261e+00 -5.553234e-02 2.274017e-02 36 8
3.860898e+14 2.436226e+00 3.071814e+00 8.501171e-02 3.428617e+00 -1.040664e-01 2.479475e-02 36 8
5.307169e+14 2.637176e+00 3.527760e+00 1.268187e-01 3.984064e+00 -1.145323e-01 3.183148e-02 36 8
7.406343e+14 2.872869e+00 4.044360e+00 1.944113e-01 4.706450e+00 -1.406771e-01 4.130743e-02 36 8
1.233498e+15 3.292474e+00 4.875541e+00 2.734260e-01 6.205926e+00 -2.143733e-01 4.405886e-02 36 8
6.902887e+12 1.013555e+00 9.266252e-01 1.670506e-02 9.718341e-01 -4.651918e-02 1.718921e-02 36 9
7.495075e+12 1.027972e+00 9.530815e-01 1.131229e-02 9.905654e-01 -3.784090e-02 1.142003e-02 36 9
8.505380e+12 1.050725e+00 9.844305e-01 1.131100e-02 1.011352e+00 -2.661939e-02 1.118404e-02 36 9
9.705582e+12 1.075286e+00 1.007807e+00 1.264516e-02 1.034496e+00 -2.579869e-02 1.222350e-02 36 9
1.113070e+13 1.101692e+00 1.020416e+00 1.263509e-02 1.060357e+00 -3.766794e-02 1.191588e-02 36 9
1.286461e+13 1.130653e+00 1.051289e+00 1.280933e-02 1.089365e+00 -3.495234e-02 1.175853e-02 36 9
1.497279e+13 1.162237e+00 1.095189e+00 1.384939e-02 1.122034e+00 -2.392530e-02 1.234311e-02 36 9
1.756068e+13 1.196840e+00 1.125767e+00 1.446198e-02 1.158987e+00 -2.866273e-02 1.247812e-02 36 9
2.074818e+13 1.234689e+00 1.160328e+00 1.627980e-02 1.200983e+00 -3.385195e-02 1.355540e-02 36 9
2.469762e+13 1.276134e+00 1.218961e+00 1.668593e-02 1.248952e+00 -2.401268e-02 1.335995e-02 36 9
2.964936e+13 1.321820e+00 1.269440e+00 1.782030e-02 1.304038e+00 -2.653167e-02 1.366547e-02 36 9
3.590682e+13 1.372296e+00 1.329777e+00 1.896779e-02 1.367670e+00 -2.770653e-02 1.386869e-02 36 9
4.391883e+13 1.428468e+00 1.393897e+00 2.057878e-02 1.441638e+00 -3.311561e-02 1.427458e-02 36 9
5.422763e+13 1.490902e+00 1.465393e+00 2.161543e-02 1.528203e+00 -4.110027e-02 1.414435e-02 36 9
6.758666e+13 1.560397e+00 1.581788e+00 2.377412e-02 1.630259e+00 -2.973173e-02 1.458304e-02 36 9
8.512146e+13 1.638279e+00 1.674521e+00 2.693428e-02 1.751536e+00 -4.396977e-02 1.537752e-02 36 9
1.085365e+14 1.726470e+00 1.822687e+00 3.129089e-02 1.896896e+00 -3.912170e-02 1.649583e-02 36 9
1.396629e+14 1.825278e+00 1.998626e+00 3.477886e-02 2.072752e+00 -3.576227e-02 1.677907e-02 36 9
1.826736e+14 1.939496e+00 2.110996e+00 3.996165e-02 2.287657e+00 -7.722359e-02 1.746838e-02 36 9
2.407836e+14 2.067761e+00 2.376475e+00 5.132309e-02 2.553160e+00 -6.920254e-02 2.010179e-02 36 9
3.232399e+14 2.217952e+00 2.636964e+00 6.299633e-02 2.885045e+00 -8.598862e-02 2.183547e-02 36 9
4.382343e+14 2.389551e+00 3.008814e+00 8.476496e-02 3.305262e+00 -8.968951e-02 2.564546e-02 36 9
6.019604e+14 2.588625e+00 3.383975e+00 1.210386e-01 3.844571e+00 -1.198042e-01 3.148300e-02 36 9
8.369339e+14 2.820080e+00 3.825175e+00 1.836194e-01 4.546845e+00 -1.587189e-01 4.038392e-02 36 9
1.415427e+15 3.250867e+00 4.652423e+00 2.501138e-01 6.022951e+00 -2.275509e-01 4.152678e-02 36 9
7.431206e+12 3.730339e+00 7.646270e+00 3.954950e-01 7.996715e+00 -4.382355e-02 4.945718e-02 37 0
8.869520e+12 3.845289e+00 7.977736e+00 3.859533e-01 8.563119e+00 -6.836095e-02 4.507157e-02 37 0
1.161478e+13 4.030856e+00 8.585924e+00 5.041947e-01 9.478945e+00 -9.421101e-02 5.319101e-02 37 0
1.907360e+13 4.408518e+00 1.039164e+01 7.210994e-01 1.137383e+01 -8.635501e-02 6.339987e-02 37 0
7.400220e+12 2.820987e+00 4.598948e+00 9.270009e-02 4.539970e+00 1.299094e-02 2.041866e-02 37 1
8.490821e+12 2.888165e+00 4.727113e+00 9.989212e-02 4.759617e+00 -6.829022e-03 2.098743e-02 37 1
9.957292e+12 2.969032e+00 4.996047e+00 1.059212e-01 5.030242e+00 -6.797967e-03 2.105687e-02 37 1
1.196511e+13 3.066502e+00 5.236860e+00 1.169818e-01 5.367410e+00 -2.432285e-02 2.179482e-02 37 1
1.478040e+13 3.184587e+00 5.627374e+00 1.439914e-01 5.792967e+00 -2.858516e-02 2.485624e-02 37 1
1.882827e+13 3.328266e+00 6.136253e+00 1.825539e-01 6.338266e+00 -3.187191e-02 2.880186e-02 37 1
2.486805e+13 3.505460e+00 6.815251e+00 2.374437e-01 7.049295e+00 -3.320098e-02 3.368332e-02 37 1
3.386849e+13 3.718784e+00 7.421646e+00 3.706823e-01 7.995177e+00 -7.173459e-02 4.636324e-02 37 1
5.548642e+13 4.100831e+00 8.752332e+00 5.293956e-01 9.767661e+00 -1.039480e-01 5.419881e-02 37 1
7.326998e+12 1.940904e+00 2.444822e+00 3.102214e-02 2.286055e+00 6.945043e-02 1.357017e-02 37 2
8.238372e+12 1.980184e+00 2.490704e+00 2.982705e-02 2.371480e+00 5.027404e-02 1.257740e-02 37 2
9.466100e+12 2.028276e+00 2.658076e+00 3.017279e-02 2.469914e+00 7.618153e-02 1.221613e-02 37 2
1.100175e+13 2.082300e+00 2.765963e+00 3.262425e-02 2.584002e+00 7.041850e-02 1.262548e-02 37 2
1.293676e+13 2.142940e+00 2.879281e+00 3.554580e-02 2.717094e+00 5.969144e-02 1.308229e-02 37 2
1.541744e+13 2.211582e+00 2.996742e+00 3.945172e-02 2.873474e+00 4.289879e-02 1.372962e-02 37 2
1.862226e+13 2.289158e+00 3.178121e+00 4.474354e-02 3.058677e+00 3.905092e-02 1.462840e-02 37 2
2.286334e+13 2.378045e+00 3.419653e+00 5.404671e-02 3.279957e+00 4.259060e-02 1.647787e-02 37 2
2.854055e+13 2.479918e+00 3.664982e+00 5.762756e-02 3.546935e+00 3.328132e-02 1.624714e-02 37 2
3.633362e+13 2.598190e+00 3.995054e+00 7.517958e-02 3.872555e+00 3.163262e-02 1.941343e-02 37 2
4.711736e+13 2.734875e+00 4.285052e+00 8.564378e-02 4.274503e+00 2.467904e-03 2.003596e-02 37 2
6.227825e+13 2.893438e+00 4.823596e+00 1.246179e-01 4.777321e+00 9.686291e-03 2.608532e-02 37 2
8.426292e+13 3.080605e+00 5.152167e+00 1.787866e-01 5.415642e+00 -4.865083e-02 3.301300e-02 37 2
1.175124e+14 3.307114e+00 5.902881e+00 2.646202e-01 6.239162e+00 -5.389849e-02 4.241278e-02 37 2
1.900467e+14 3.678376e+00 7.205915e+00 3.856359e-01 7.817716e+00 -7.825827e-02 4.932846e-02 37 2
7.311381e+12 1.815153e+00 2.176805e+00 2.663546e-02 2.047850e+00 6.297063e-02 1.300655e-02 37 3
8.203095e+12 1.851196e+00 2.282555e+00 2.514320e-02 2.120651e+00 7.634642e-02 1.185636e-02 37 3
9.398948e+12 1.895207e+00 2.325492e+00 2.732408e-02 2.204033e+00 5.510784e-02 1.239731e-02 37 3
1.088892e+13 1.944566e+00 2.485871e+00 2.821567e-02 2.300053e+00 8.078885e-02 1.226740e-02 37 3
1.275138e+13 1.999674e+00 2.571175e+00 3.050853e-02 2.411289e+00 6.630728e-02 1.265238e-02 37 3
1.513130e+13 2.062043e+00 2.673069e+00 3.357485e-02 2.541002e+00 5.197419e-02 1.321323e-02 37 3
1.818596e+13 2.132307e+00 2.856066e+00 3.626991e-02 2.693363e+00 6.040890e-02 1.346641e-02 37 3
2.213027e+13 2.211258e+00 3.034314e+00 4.067691e-02 2.873762e+00 5.586838e-02 1.415459e-02 37 3
2.737758e+13 2.301761e+00 3.241263e+00 5.088099e-02 3.089251e+00 4.920693e-02 1.647033e-02 37 3
3.441838e+13 2.405258e+00 3.463870e+00 5.344185e-02 3.349176e+00 3.424549e-02 1.595671e-02 37 3
4.401701e+13 2.524197e+00 3.763536e+00 7.086775e-02 3.666104e+00 2.657635e-02 1.933053e-02 37 3
5.739890e+13 2.662316e+00 4.144592e+00 8.244015e-02 4.057161e+00 2.154978e-02 2.031967e-02 37 3
7.625139e+13 2.822445e+00 4.562371e+00 1.159510e-01 4.546069e+00 3.586044e-03 2.550577e-02 37 3
1.029890e+14 3.007347e+00 4.954073e+00 1.652010e-01 5.166209e+00 -4.106214e-02 3.197723e-02 37 3
1.439154e+14 3.234085e+00 5.518832e+00 2.383938e-01 5.965313e+00 -7.484618e-02 3.996333e-02 37 3
2.324549e+14 3.603241e+00 6.707736e+00 3.726528e-01 7.508454e+00 -1.066421e-01 4.963110e-02 37 3
7.311250e+12 1.693002e+00 1.992092e+00 2.396340e-02 1.835278e+00 8.544430e-02 1.305710e-02 37 4
8.190160e+12 1.726157e+00 2.051297e+00 2.189558e-02 1.897107e+00 8.127651e-02 1.154157e-02 37 4
9.365214e+12 1.766572e+00 2.102880e+00 2.270949e-02 1.967547e+00 6.878236e-02 1.154203e-02 37 4
1.083818e+13 1.812223e+00 2.199560e+00 2.457446e-02 2.048204e+00 7.389673e-02 1.199805e-02 37 4
1.265269e+13 1.862532e+00 2.360762e+00 2.632069e-02 2.141076e+00 1.026057e-01 1.229321e-02 37 4
1.493117e+13 1.918663e+00 2.392386e+00 2.893614e-02 2.248664e+00 6.391401e-02 1.286814e-02 37 4
1.784541e+13 1.981932e+00 2.531327e+00 3.231840e-02 2.374131e+00 6.621196e-02 1.361272e-02 37 4
2.159001e+13 2.052968e+00 2.662446e+00 3.400142e-02 2.521521e+00 5.588866e-02 1.348449e-02 37 4
2.648884e+13 2.133452e+00 2.851684e+00 3.958190e-02 2.696066e+00 5.772062e-02 1.468136e-02 37 4
3.299816e+13 2.225161e+00 3.053535e+00 4.591994e-02 2.904603e+00 5.127425e-02 1.580937e-02 37 4
4.165088e+13 2.328739e+00 3.340578e+00 5.328363e-02 3.156197e+00 5.841882e-02 1.688223e-02 37 4
5.356706e+13 2.448673e+00 3.633119e+00 6.501109e-02 3.463011e+00 4.912133e-02 1.877299e-02 37 4
7.014301e+13 2.587299e+00 3.949112e+00 8.069398e-02 3.841613e+00 2.798283e-02 2.100524e-02 37 4
9.340625e+13 2.747219e+00 4.287424e+00 1.055680e-01 4.314903e+00 -6.368257e-03 2.446592e-02 37 4
1.272080e+14 2.935913e+00 4.982945e+00 1.580907e-01 4.915042e+00 1.381539e-02 3.216468e-02 37 4
1.769887e+14 3.158623e+00 5.352115e+00 2.408565e-01 5.687898e+00 -5.903466e-02 4.234544e-02 37 4
2.842005e+14 3.521570e+00 6.241810e+00 3.333641e-01 7.193202e+00 -1.322626e-01 4.634432e-02 37 4
7.311877e+12 1.574530e+00 1.767463e+00 2.075603e-02 1.648113e+00 7.241615e-02 1.259381e-02 37 5
8.205721e+12 1.605865e+00 1.803954e+00 1.930246e-02 1.700549e+00 6.080669e-02 1.135072e-02 37 5
9.384762e+12 1.643522e+00 1.894014e+00 2.029611e-02 1.760009e+00 7.613886e-02 1.153182e-02 37 5
1.082308e+13 1.684971e+00 1.994320e+00 2.139189e-02 1.827754e+00 9.113178e-02 1.170392e-02 37 5
1.260448e+13 1.730995e+00 2.041483e+00 2.233951e-02 1.905341e+00 7.145286e-02 1.172468e-02 37 5
1.483054e+13 1.782196e+00 2.130194e+00 2.412323e-02 1.994701e+00 6.792627e-02 1.209366e-02 37 5
1.764838e+13 1.839468e+00 2.234468e+00 2.757603e-02 2.098258e+00 6.491598e-02 1.314234e-02 37 5
2.124295e+13 1.903524e+00 2.391640e+00 2.841492e-02 2.219078e+00 7.776254e-02 1.280483e-02 37 5
2.586622e+13 1.975205e+00 2.542511e+00 3.238404e-02 2.361085e+00 7.684017e-02 1.371575e-02 37 5
3.195289e+13 2.056595e+00 2.656870e+00 3.781677e-02 2.529351e+00 5.041576e-02 1.495117e-02 37 5
4.006073e+13 2.149200e+00 2.930391e+00 4.231688e-02 2.730508e+00 7.320366e-02 1.549781e-02 37 5
5.086910e+13 2.253713e+00 3.148062e+00 5.046922e-02 2.973342e+00 5.876240e-02 1.697391e-02 37 5
6.572294e+13 2.374144e+00 3.407318e+00 6.375062e-02 3.269638e+00 4.210886e-02 1.949776e-02 37 5
8.655470e+13 2.514126e+00 3.711101e+00 7.620240e-02 3.635433e+00 2.081410e-02 2.096102e-02 37 5
1.154454e+14 2.673502e+00 4.081624e+00 1.061287e-01 4.092874e+00 -2.748783e-03 2.593011e-02 37 5
1.572211e+14 2.860801e+00 4.780368e+00 1.517404e-01 4.673056e+00 2.296396e-02 3.247134e-02 37 5
2.195869e+14 3.084907e+00 5.071851e+00 2.242723e-01 5.419928e+00 -6.422171e-02 4.137920e-02 37 5
3.524863e+14 3.446592e+00 5.815619e+00 3.222634e-01 6.887368e+00 -1.556109e-01 4.679050e-02 37 5
7.375982e+12 1.462795e+00 1.590997e+00 1.669547e-02 1.488179e+00 6.908983e-02 1.121872e-02 37 6
8.346803e+12 1.494062e+00 1.669212e+00 1.684198e-02 1.532993e+00 8.885811e-02 1.098634e-02 37 6
9.543571e+12 1.529077e+00 1.701865e+00 1.863910e-02 1.583603e+00 7.467917e-02 1.177006e-02 37 6
1.099800e+13 1.567488e+00 1.781049e+00 1.928615e-02 1.641013e+00 8.533517e-02 1.175259e-02 37 6
1.277972e+13 1.609723e+00 1.850902e+00 2.050459e-02 1.706455e+00 8.464756e-02 1.201590e-02 37 6
1.500950e+13 1.656852e+00 1.921351e+00 2.245356e-02 1.781449e+00 7.853275e-02 1.260410e-02 37 6
1.781625e+13 1.709358e+00 2.004803e+00 2.319998e-02 1.867885e+00 7.330088e-02 1.242045e-02 37 6
2.133796e+13 1.767285e+00 2.127504e+00 2.498824e-02 1.968133e+00 8.097563e-02 1.269642e-02 37 6
2.588651e+13 1.832584e+00 2.228509e+00 2.757663e-02 2.085200e+00 6.872670e-02 1.322493e-02 37 6
3.176234e+13 1.905616e+00 2.422401e+00 3.124447e-02 2.222926e+00 8.973517e-02 1.405556e-02 37 6
3.944575e+13 1.987666e+00 2.577938e+00 3.667996e-02 2.386286e+00 8.031391e-02 1.537115e-02 37 6
4.972867e+13 2.081180e+00 2.762412e+00 4.054894e-02 2.581784e+00 6.996268e-02 1.570579e-02 37 6
6.364762e+13 2.187936e+00 2.983747e+00 4.998933e-02 2.818032e+00 5.880499e-02 1.773909e-02 37 6
8.253356e+13 2.309041e+00 3.304773e+00 6.212842e-02 3.106588e+00 6.379494e-02 1.999892e-02 37 6
1.088606e+14 2.448886e+00 3.459977e+00 7.214322e-02 3.463166e+00 -9.209253e-04 2.083158e-02 37 6
1.458967e+14 2.610247e+00 3.989587e+00 1.026870e-01 3.909442e+00 2.050024e-02 2.626641e-02 37 6
1.986619e+14 2.797088e+00 4.505821e+00 1.382849e-01 4.475752e+00 6.718116e-03 3.089645e-02 37 6
2.776148e+14 3.021504e+00 4.909957e+00 2.134740e-01 5.205182e+00 -5.671745e-02 4.101183e-02 37 6
4.441885e+14 3.381243e+00 5.843295e+00 3.318143e-01 6.643416e+00 -1.204382e-01 4.994634e-02 37 6
7.360307e+12 1.353973e+00 1.429073e+00 1.597699e-02 1.343486e+00 6.370538e-02 1.189219e-02 37 7
8.312762e+12 1.382442e+00 1.469746e+00 1.509003e-02 1.380998e+00 6.426355e-02 1.092690e-02 37 7
9.491196e+12 1.414482e+00 1.528666e+00 1.563284e-02 1.423206e+00 7.410064e-02 1.098425e-02 37 7
1.093125e+13 1.449849e+00 1.564540e+00 1.715940e-02 1.470894e+00 6.366582e-02 1.166597e-02 37 7
1.267936e+13 1.488418e+00 1.662718e+00 1.974217e-02 1.525023e+00 9.029048e-02 1.294549e-02 37 7
1.484360e+13 1.531072e+00 1.699726e+00 1.849231e-02 1.586768e+00 7.118732e-02 1.165407e-02 37 7
1.753272e+13 1.578121e+00 1.765593e+00 2.155640e-02 1.657596e+00 6.515270e-02 1.300461e-02 37 7
2.092274e+13 1.630431e+00 1.866391e+00 2.302875e-02 1.739272e+00 7.308756e-02 1.324046e-02 37 7
2.524630e+13 1.688848e+00 1.992737e+00 2.399784e-02 1.834106e+00 8.648937e-02 1.308422e-02 37 7
3.079046e+13 1.753966e+00 2.120567e+00 2.648417e-02 1.944961e+00 9.028762e-02 1.361681e-02 37 7
3.800272e+13 1.827060e+00 2.202069e+00 2.887002e-02 2.075522e+00 6.097084e-02 1.390976e-02 37 7
4.751763e+13 1.909594e+00 2.408678e+00 3.389321e-02 2.230559e+00 7.985436e-02 1.519494e-02 37 7
6.014155e+13 2.002571e+00 2.580114e+00 3.834061e-02 2.416310e+00 6.779108e-02 1.586742e-02 37 7
7.719735e+13 2.108359e+00 2.821638e+00 4.605835e-02 2.641044e+00 6.837992e-02 1.743945e-02 37 7
1.006887e+14 2.229923e+00 3.053228e+00 5.672756e-02 2.915852e+00 4.711353e-02 1.945488e-02 37 7
1.330915e+14 2.368602e+00 3.389899e+00 6.947050e-02 3.255820e+00 4.118137e-02 2.133733e-02 37 7
1.791164e+14 2.530010e+00 3.733233e+00 9.724774e-02 3.681748e+00 1.398387e-02 2.641347e-02 37 7
2.443444e+14 2.715808e+00 4.225706e+00 1.385830e-01 4.222729e+00 7.049478e-04 3.281835e-02 37 7
3.418848e+14 2.938935e+00 4.780545e+00 2.017435e-01 4.920010e+00 -2.834647e-02 4.100469e-02 37 7
5.592915e+14 3.314331e+00 5.489753e+00 3.336962e-01 6.310886e+00 -1.301137e-01 5.287629e-02 37 7
7.362766e+12 1.252826e+00 1.279191e+00 1.499490e-02 1.220983e+00 4.767299e-02 1.228101e-02 37 8
8.312753e+12 1.279096e+00 1.305825e+00 1.442025e-02 1.252412e+00 4.264807e-02 1.151398e-02 37 8
9.474756e+12 1.308346e+00 1.370372e+00 1.490005e-02 1.287656e+00 6.423755e-02 1.157145e-02 37 8
1.088019e+13 1.340360e+00 1.427073e+00 1.539659e-02 1.327335e+00 7.514128e-02 1.159963e-02 37 8
1.261214e+13 1.375846e+00 1.476783e+00 1.662500e-02 1.372204e+00 7.621234e-02 1.211555e-02 37 8
1.472630e+13 1.414588e+00 1.531576e+00 1.797893e-02 1.423176e+00 7.616791e-02 1.263296e-02 37 8
1.734356e+13 1.457250e+00 1.582171e+00 1.827868e-02 1.481388e+00 6.803296e-02 1.233889e-02 37 8
2.062327e+13 1.504511e+00 1.658095e+00 1.938216e-02 1.548190e+00 7.098973e-02 1.251924e-02 37 8
2.477113e+13 1.557001e+00 1.730834e+00 2.106188e-02 1.625293e+00 6.493668e-02 1.295882e-02 37 8
3.003725e+13 1.615147e+00 1.860588e+00 2.251915e-02 1.715035e+00 8.486824e-02 1.313043e-02 37 8
3.683920e+13 1.680228e+00 1.941330e+00 2.432646e-02 1.820003e+00 6.666302e-02 1.336616e-02 37 8
4.571647e+13 1.753281e+00 2.101685e+00 2.748612e-02 1.943794e+00 8.122837e-02 1.414045e-02 37 8
5.743468e+13 1.835583e+00 2.251774e+00 3.079810e-02 2.090988e+00 7.689456e-02 1.472897e-02 37 8
7.301687e+13 1.928288e+00 2.443535e+00 3.751526e-02 2.267592e+00 7.759046e-02 1.654410e-02 37 8
9.421334e+13 2.034229e+00 2.656535e+00 4.541076e-02 2.481560e+00 7.051000e-02 1.829928e-02 37 8
1.232566e+14 2.155125e+00 2.865164e+00 5.319966e-02 2.743574e+00 4.431834e-02 1.939064e-02 37 8
1.635441e+14 2.293656e+00 3.171994e+00 6.889772e-02 3.068154e+00 3.384460e-02 2.245576e-02 37 8
2.200243e+14 2.452826e+00 3.536804e+00 9.299870e-02 3.475329e+00 1.768878e-02 2.675968e-02 37 8
3.015555e+14 2.639416e+00 4.120182e+00 1.405625e-01 3.993101e+00 3.182517e-02 3.520133e-02 37 8
4.211963e+14 2.859464e+00 4.506746e+00 1.844610e-01 4.661174e+00 -3.313055e-02 3.957393e-02 37 8
6.961942e+14 3.240801e+00 5.414032e+00 3.131580e-01 6.006260e+00 -9.860188e-02 5.213861e-02 37 8
7.229293e+12 1.186306e+00 1.209139e+00 1.568369e-02 1.142834e+00 5.801821e-02 1.372351e-02 37 9
8.001652e+12 1.207028e+00 1.233471e+00 1.362352e-02 1.169876e+00 5.436034e-02 1.164526e-02 37 9
9.095914e+12 1.233972e+00 1.240205e+00 1.400837e-02 1.200103e+00 3.341600e-02 1.167264e-02 37 9
1.041030e+13 1.263321e+00 1.302004e+00 1.425998e-02 1.234015e+00 5.509530e-02 1.155575e-02 37 9
1.202396e+13 1.295812e+00 1.362223e+00 1.551149e-02 1.272220e+00 7.074471e-02 1.219245e-02 37 9
1.398421e+13 1.331206e+00 1.395476e+00 1.722503e-02 1.315450e+00 6.083556e-02 1.309441e-02 37 9
1.638651e+13 1.369913e+00 1.448505e+00 1.720416e-02 1.364594e+00 6.149134e-02 1.260753e-02 37 9
1.938103e+13 1.412722e+00 1.503519e+00 1.798674e-02 1.420751e+00 5.825649e-02 1.266002e-02 37 9
2.315116e+13 1.460231e+00 1.595330e+00 1.930330e-02 1.485276e+00 7.409681e-02 1.299644e-02 37 9
2.791078e+13 1.512767e+00 1.682024e+00 2.129035e-02 1.559860e+00 7.831726e-02 1.364888e-02 37 9
3.397671e+13 1.571050e+00 1.769926e+00 2.186458e-02 1.646630e+00 7.487784e-02 1.327838e-02 37 9
4.185241e+13 1.636461e+00 1.863336e+00 2.423187e-02 1.748287e+00 6.580671e-02 1.386035e-02 37 9
5.212568e+13 1.709676e+00 1.982631e+00 2.635221e-02 1.868297e+00 6.119681e-02 1.410494e-02 37 9
6.567852e+13 1.791969e+00 2.154158e+00 3.047410e-02 2.011151e+00 7.110725e-02 1.515257e-02 37 9
8.381647e+13 1.885099e+00 2.343478e+00 3.662333e-02 2.182732e+00 7.364439e-02 1.677867e-02 37 9
1.082306e+14 1.990320e+00 2.542917e+00 4.263354e-02 2.390846e+00 6.360544e-02 1.783199e-02 37 9
1.419187e+14 2.111204e+00 2.765409e+00 5.492171e-02 2.645972e+00 4.513893e-02 2.075672e-02 37 9
1.887331e+14 2.249869e+00 3.060903e+00 6.640536e-02 2.962364e+00 3.326366e-02 2.241634e-02 37 9
2.545814e+14 2.409602e+00 3.490212e+00 8.784671e-02 3.359683e+00 3.885141e-02 2.614732e-02 37 9
3.487972e+14 2.595256e+00 3.840001e+00 1.369336e-01 3.865391e+00 -6.568583e-03 3.542556e-02 37 9
4.863830e+14 2.813532e+00 4.342286e+00 1.754464e-01 4.518465e+00 -3.899077e-02 3.882876e-02 37 9
8.072686e+14 3.197522e+00 5.275943e+00 3.096993e-01 5.836746e+00 -9.608145e-02 5.306028e-02 37 9
7.060743e+12 3.773637e+00 7.454165e+00 3.967093e-01 8.189303e+00 -8.976803e-02 4.844237e-02 38 0
8.388305e+12 3.886029e+00 7.927639e+00 3.931109e-01 8.758949e+00 -9.490973e-02 4.488106e-02 38 0
1.100382e+13 4.073432e+00 8.927556e+00 5.154285e-01 9.685542e+00 -7.825952e-02 5.321628e-02 38 0
1.772088e+13 4.436343e+00 1.096225e+01 7.951277e-01 1.159913e+01 -5.490741e-02 6.855062e-02 38 0
7.051814e+12 2.856687e+00 4.797588e+00 9.417130e-02 4.649324e+00 3.188932e-02 2.025484e-02 38 1
8.048687e+12 2.921644e+00 5.038257e+00 9.680010e-02 4.872063e+00 3.411172e-02 1.986840e-02 38 1
9.450699e+12 3.003527e+00 5.055364e+00 1.091502e-01 5.146529e+00 -1.771391e-02 2.120851e-02 38 1
1.134253e+13 3.100772e+00 5.371599e+00 1.285238e-01 5.488513e+00 -2.130155e-02 2.341688e-02 38 1
1.402842e+13 3.220017e+00 5.775568e+00 1.407749e-01 5.920150e+00 -2.442203e-02 2.377895e-02 38 1
1.782234e+13 3.362589e+00 6.415215e+00 1.867780e-01 6.473187e+00 -8.955755e-03 2.885410e-02 38 1
2.345129e+13 3.537764e+00 6.848979e+00 2.559400e-01 7.194196e+00 -4.798547e-02 3.557590e-02 38 1
3.213610e+13 3.755756e+00 7.997105e+00 3.758968e-01 8.153137e+00 -1.913765e-02 4.610456e-02 38 1
5.160978e+13 4.122054e+00 8.842297e+00 5.561484e-01 9.949949e+00 -1.113224e-01 5.589460e-02 38 1
7.058686e+12 1.972752e+00 2.429966e+00 2.846927e-02 2.354444e+00 3.207605e-02 1.209171e-02 38 2
8.000040e+12 2.015188e+00 2.527177e+00 3.072103e-02 2.443599e+00 3.420270e-02 1.257204e-02 38 2
9.197428e+12 2.064086e+00 2.606730e+00 3.145166e-02 2.546286e+00 2.373792e-02 1.235197e-02 38 2
1.070064e+13 2.119176e+00 2.732481e+00 3.253742e-02 2.665253e+00 2.522369e-02 1.220800e-02 38 2
1.259090e+13 2.180836e+00 2.788942e+00 3.451733e-02 2.803972e+00 -5.360235e-03 1.231015e-02 38 2
1.502499e+13 2.250878e+00 3.019346e+00 4.144683e-02 2.966881e+00 1.768364e-02 1.396983e-02 38 2
1.816277e+13 2.329785e+00 3.189020e+00 4.628952e-02 3.159716e+00 9.274176e-03 1.464990e-02 38 2
2.234198e+13 2.420668e+00 3.472401e+00 5.066778e-02 3.389975e+00 2.431487e-02 1.494636e-02 38 2
2.792828e+13 2.524528e+00 3.708110e+00 6.008775e-02 3.667604e+00 1.104436e-02 1.638338e-02 38 2
3.555506e+13 2.644361e+00 4.011852e+00 7.520579e-02 4.005971e+00 1.468161e-03 1.877342e-02 38 2
4.611151e+13 2.782840e+00 4.466482e+00 9.681964e-02 4.423308e+00 9.760583e-03 2.188851e-02 38 2
6.108027e+13 2.944669e+00 4.843055e+00 1.244306e-01 4.944892e+00 -2.059439e-02 2.516346e-02 38 2
8.268806e+13 3.134578e+00 5.486879e+00 1.752634e-01 5.606335e+00 -2.130741e-02 3.126168e-02 38 2
1.142208e+14 3.356995e+00 6.159781e+00 2.483888e-01 6.458645e+00 -4.627342e-02 3.845835e-02 38 2
1.894737e+14 3.752932e+00 7.453016e+00 4.460250e-01 8.094388e+00 -7.923664e-02 5.510300e-02 38 2
7.044212e+12 1.846028e+00 2.197968e+00 2.533307e-02 2.108255e+00 4.255349e-02 1.201614e-02 38 3
7.968221e+12 1.885109e+00 2.276444e+00 2.594299e-02 2.184239e+00 4.221404e-02 1.187736e-02 38 3
9.144086e+12 1.930224e+00 2.353761e+00 2.667260e-02 2.271235e+00 3.633560e-02 1.174366e-02 38 3
1.059857e+13 1.980410e+00 2.433347e+00 2.858436e-02 2.371378e+00 2.613178e-02 1.205390e-02 38 3
1.242140e+13 2.036550e+00 2.527880e+00 3.233344e-02 2.487345e+00 1.629627e-02 1.299918e-02 38 3
1.473223e+13 2.099567e+00 2.643128e+00 3.385824e-02 2.622518e+00 7.858839e-03 1.291058e-02 38 3
1.771541e+13 2.170955e+00 2.845905e+00 3.631911e-02 2.781220e+00 2.325804e-02 1.305870e-02 38 3
2.161233e+13 2.251994e+00 3.021713e+00 4.163566e-02 2.969027e+00 1.774513e-02 1.402333e-02 38 3
2.676734e+13 2.344221e+00 3.235318e+00 4.689969e-02 3.193236e+00 1.317830e-02 1.468720e-02 38 3
3.369017e+13 2.449663e+00 3.550101e+00 5.856399e-02 3.463518e+00 2.499835e-02 1.690882e-02 38 3
